"","face","suit","value","game","win","start"
"928","5","S",5,256,0,1
"929","J","C",10,256,0,0
"930","7","H",7,257,0,1
"931","5","D",5,257,0,1
"932","J","S",10,257,0,0
"933","5","S",5,258,0,1
"934","9","H",9,258,0,1
"935","3","H",3,258,0,0
"936","A","H",1,258,0,0
"937","4","C",4,258,0,0
"938","9","C",9,259,0,1
"939","5","H",5,259,0,1
"940","3","S",3,259,0,0
"941","J","H",10,259,0,0
"942","9","H",9,260,0,1
"943","A","D",1,260,0,1
"944","10","D",10,260,0,0
"945","6","S",6,260,0,0
"946","7","H",7,261,0,1
"947","Q","H",10,261,0,1
"948","A","H",1,261,0,0
"949","J","S",10,261,0,0
"950","3","S",3,262,0,1
"951","4","H",4,262,0,1
"952","7","C",7,262,0,0
"953","6","H",6,262,0,0
"954","10","D",10,262,0,0
"955","10","D",10,263,0,1
"956","8","C",8,263,0,1
"957","5","H",5,263,0,0
"958","J","C",10,264,1,1
"959","3","S",3,264,1,1
"960","8","C",8,264,1,0
"961","6","H",6,265,0,1
"962","7","C",7,265,0,1
"963","Q","D",10,265,0,0
"964","9","D",9,266,0,1
"965","J","D",10,266,0,1
"966","A","D",1,266,0,0
"967","8","S",8,266,0,0
"968","7","C",7,267,0,1
"969","6","D",6,267,0,1
"970","J","D",10,267,0,0
"971","6","H",6,268,0,1
"972","A","H",1,268,0,1
"973","7","C",7,268,0,0
"974","3","C",3,268,0,0
"975","Q","C",10,268,0,0
"976","Q","H",10,269,1,1
"977","K","H",10,269,1,1
"978","A","S",1,269,1,0
"979","2","D",2,270,0,1
"980","K","D",10,270,0,1
"981","J","H",10,270,0,0
"982","Q","H",10,271,1,1
"983","K","S",10,271,1,1
"984","A","C",1,271,1,0
"985","A","S",1,272,1,1
"986","Q","D",10,272,1,1
"987","5","D",5,273,0,1
"988","J","H",10,273,0,1
"989","3","D",3,273,0,0
"990","6","H",6,273,0,0
"991","K","D",10,274,0,1
"992","3","S",3,274,0,1
"993","7","H",7,274,0,0
"994","5","D",5,274,0,0
"995","9","S",9,275,0,1
"996","4","S",4,275,0,1
"997","J","D",10,275,0,0
"998","2","C",2,276,0,1
"999","2","D",2,276,0,1
"1000","8","D",8,276,0,0
"1001","7","S",7,276,0,0
"1002","6","C",6,276,0,0
"1003","8","D",8,277,0,1
"1004","10","H",10,277,0,1
"1005","6","D",6,277,0,0
"1006","A","S",1,278,0,1
"1007","3","H",3,278,0,1
"1008","6","S",6,278,0,0
"1009","Q","C",10,278,0,0
"1010","3","S",3,278,0,0
"1011","A","D",1,279,1,1
"1012","9","C",9,279,1,1
"1013","A","S",1,279,1,0
"1014","J","H",10,280,0,1
"1015","J","D",10,280,0,1
"1016","K","S",10,280,0,0
"1017","J","D",10,281,0,1
"1018","7","D",7,281,0,1
"1019","8","C",8,281,0,0
"1020","K","D",10,282,0,1
"1021","2","C",2,282,0,1
"1022","J","S",10,282,0,0
"1023","8","D",8,283,1,1
"1024","Q","C",10,283,1,1
"1025","3","D",3,283,1,0
"1026","6","C",6,284,0,1
"1027","10","C",10,284,0,1
"1028","3","S",3,284,0,0
"1029","9","S",9,284,0,0
"1030","A","C",1,285,0,1
"1031","9","S",9,285,0,1
"1032","3","C",3,285,0,0
"1033","7","S",7,285,0,0
"1034","9","D",9,285,0,0
"1035","5","S",5,286,0,1
"1036","6","S",6,286,0,1
"1037","3","S",3,286,0,0
"1038","10","D",10,286,0,0
"1039","3","S",3,287,0,1
"1040","9","C",9,287,0,1
"1041","4","S",4,287,0,0
"1042","4","H",4,287,0,0
"1043","9","S",9,287,0,0
"1044","Q","S",10,288,0,1
"1045","8","H",8,288,0,1
"1046","Q","H",10,288,0,0
"1047","2","C",2,289,0,1
"1048","8","C",8,289,0,1
"1049","6","H",6,289,0,0
"1050","6","S",6,289,0,0
"1051","A","H",1,290,1,1
"1052","Q","D",10,290,1,1
"1053","J","D",10,291,1,1
"1054","Q","D",10,291,1,1
"1055","A","C",1,291,1,0
"1056","3","S",3,292,0,1
"1057","Q","D",10,292,0,1
"1058","6","S",6,292,0,0
"1059","A","C",1,292,0,0
"1060","4","D",4,292,0,0
"1061","8","C",8,293,0,1
"1062","6","D",6,293,0,1
"1063","K","S",10,293,0,0
"1064","7","D",7,294,1,1
"1065","J","S",10,294,1,1
"1066","4","H",4,294,1,0
"1067","Q","S",10,295,0,1
"1068","10","D",10,295,0,1
"1069","3","S",3,295,0,0
"1070","J","H",10,296,0,1
"1071","6","S",6,296,0,1
"1072","7","C",7,296,0,0
"1073","9","D",9,297,1,1
"1074","4","C",4,297,1,1
"1075","3","D",3,297,1,0
"1076","2","H",2,297,1,0
"1077","3","H",3,297,1,0
"1078","K","C",10,298,0,1
"1079","10","D",10,298,0,1
"1080","7","C",7,298,0,0
"1081","9","D",9,299,0,1
"1082","5","C",5,299,0,1
"1083","8","D",8,299,0,0
"1084","3","S",3,300,0,1
"1085","K","D",10,300,0,1
"1086","2","C",2,300,0,0
"1087","9","C",9,300,0,0
"1088","10","H",10,301,1,1
"1089","A","H",1,301,1,1
"1090","7","D",7,302,0,1
"1091","A","S",1,302,0,1
"1092","4","D",4,302,0,0
"1093","10","S",10,302,0,0
"1094","8","D",8,303,0,1
"1095","5","H",5,303,0,1
"1096","6","C",6,303,0,0
"1097","3","D",3,303,0,0
"1098","10","H",10,304,0,1
"1099","J","H",10,304,0,1
"1100","4","D",4,304,0,0
"1101","9","S",9,305,0,1
"1102","K","S",10,305,0,1
"1103","7","D",7,305,0,0
"1104","2","D",2,306,0,1
"1105","A","C",1,306,0,1
"1106","10","H",10,306,0,0
"1107","10","S",10,306,0,0
"1108","3","C",3,307,1,1
"1109","9","C",9,307,1,1
"1110","2","S",2,307,1,0
"1111","7","C",7,307,1,0
"1112","J","C",10,308,0,1
"1113","9","H",9,308,0,1
"1114","6","H",6,308,0,0
"1115","8","S",8,309,0,1
"1116","7","D",7,309,0,1
"1117","A","D",1,309,0,0
"1118","A","H",1,309,0,0
"1119","9","S",9,309,0,0
"1120","J","H",10,310,0,1
"1121","5","C",5,310,0,1
"1122","A","H",1,310,0,0
"1123","2","S",2,310,0,0
"1124","Q","H",10,310,0,0
"1125","A","D",1,311,0,1
"1126","9","S",9,311,0,1
"1127","7","H",7,311,0,0
"1128","2","H",2,311,0,0
"1129","J","H",10,311,0,0
"1130","5","S",5,312,0,1
"1131","2","D",2,312,0,1
"1132","3","D",3,312,0,0
"1133","9","H",9,312,0,0
"1134","9","S",9,312,0,0
"1135","J","S",10,313,0,1
"1136","5","S",5,313,0,1
"1137","5","H",5,313,0,0
"1138","7","S",7,313,0,0
"1139","9","D",9,314,0,1
"1140","J","C",10,314,0,1
"1141","9","C",9,314,0,0
"1142","7","S",7,315,0,1
"1143","3","C",3,315,0,1
"1144","3","S",3,315,0,0
"1145","9","D",9,315,0,0
"1146","2","S",2,316,1,1
"1147","J","D",10,316,1,1
"1148","9","H",9,316,1,0
"1149","K","C",10,317,0,1
"1150","4","H",4,317,0,1
"1151","4","C",4,317,0,0
"1152","A","D",1,317,0,0
"1153","Q","S",10,317,0,0
"1154","A","S",1,318,1,1
"1155","A","H",1,318,1,1
"1156","9","D",9,318,1,0
"1157","5","D",5,319,0,1
"1158","5","H",5,319,0,1
"1159","2","C",2,319,0,0
"1160","5","S",5,319,0,0
"1161","A","S",1,319,0,0
"1162","10","D",10,319,0,0
"1163","J","D",10,320,0,1
"1164","5","S",5,320,0,1
"1165","10","S",10,320,0,0
"1166","Q","D",10,321,0,1
"1167","5","S",5,321,0,1
"1168","A","H",1,321,0,0
"1169","A","D",1,321,0,0
"1170","2","S",2,321,0,0
"1171","8","D",8,321,0,0
"1172","J","H",10,322,0,1
"1173","10","S",10,322,0,1
"1174","10","D",10,322,0,0
"1175","10","H",10,323,0,1
"1176","3","C",3,323,0,1
"1177","10","S",10,323,0,0
"1178","4","S",4,324,0,1
"1179","5","H",5,324,0,1
"1180","10","H",10,324,0,0
"1181","J","D",10,324,0,0
"1182","Q","H",10,325,0,1
"1183","3","D",3,325,0,1
"1184","A","D",1,325,0,0
"1185","8","H",8,325,0,0
"1186","2","C",2,326,0,1
"1187","5","D",5,326,0,1
"1188","K","D",10,326,0,0
"1189","7","D",7,326,0,0
"1190","6","C",6,327,0,1
"1191","4","S",4,327,0,1
"1192","8","D",8,327,0,0
"1193","4","D",4,327,0,0
"1194","J","C",10,328,0,1
"1195","2","H",2,328,0,1
"1196","K","S",10,328,0,0
"1197","9","C",9,329,0,1
"1198","Q","H",10,329,0,1
"1199","4","H",4,329,0,0
"1200","J","D",10,330,0,1
"1201","K","D",10,330,0,1
"1202","4","D",4,330,0,0
"1203","J","H",10,331,0,1
"1204","9","D",9,331,0,1
"1205","3","H",3,331,0,0
"1206","9","H",9,332,0,1
"1207","8","H",8,332,0,1
"1208","5","C",5,332,0,0
"1209","J","H",10,333,0,1
"1210","7","H",7,333,0,1
"1211","10","S",10,333,0,0
"1212","2","C",2,334,0,1
"1213","10","D",10,334,0,1
"1214","4","S",4,334,0,0
"1215","K","C",10,334,0,0
"1216","5","D",5,335,0,1
"1217","4","S",4,335,0,1
"1218","6","D",6,335,0,0
"1219","A","C",1,335,0,0
"1220","2","S",2,335,0,0
"1221","8","C",8,335,0,0
"1222","J","H",10,336,0,1
"1223","2","D",2,336,0,1
"1224","K","C",10,336,0,0
"1225","K","D",10,337,0,1
"1226","9","H",9,337,0,1
"1227","K","C",10,337,0,0
"1228","9","C",9,338,0,1
"1229","8","C",8,338,0,1
"1230","5","S",5,338,0,0
"1231","5","C",5,339,1,1
"1232","8","H",8,339,1,1
"1233","8","C",8,339,1,0
"1234","4","H",4,340,0,1
"1235","7","D",7,340,0,1
"1236","8","C",8,340,0,0
"1237","4","C",4,340,0,0
"1238","J","D",10,341,0,1
"1239","6","S",6,341,0,1
"1240","K","C",10,341,0,0
"1241","4","C",4,342,0,1
"1242","A","H",1,342,0,1
"1243","3","H",3,342,0,0
"1244","6","C",6,342,0,0
"1245","J","D",10,342,0,0
"1246","9","H",9,343,0,1
"1247","6","C",6,343,0,1
"1248","7","H",7,343,0,0
"1249","8","S",8,344,1,1
"1250","A","D",1,344,1,1
"1251","6","C",6,344,1,0
"1252","4","D",4,344,1,0
"1253","2","C",2,344,1,0
"1254","2","C",2,345,1,1
"1255","9","S",9,345,1,1
"1256","10","D",10,345,1,0
"1257","8","C",8,346,0,1
"1258","Q","C",10,346,0,1
"1259","9","H",9,346,0,0
"1260","8","D",8,347,0,1
"1261","9","S",9,347,0,1
"1262","2","H",2,347,0,0
"1263","6","C",6,347,0,0
"1264","A","H",1,348,0,1
"1265","3","S",3,348,0,1
"1266","5","C",5,348,0,0
"1267","8","D",8,348,0,0
"1268","3","C",3,348,0,0
"1269","9","H",9,348,0,0
"1270","Q","S",10,349,0,1
"1271","7","D",7,349,0,1
"1272","8","H",8,349,0,0
"1273","3","D",3,350,0,1
"1274","K","D",10,350,0,1
"1275","3","C",3,350,0,0
"1276","4","D",4,350,0,0
"1277","8","C",8,350,0,0
"1278","7","D",7,351,1,1
"1279","K","S",10,351,1,1
"1280","4","H",4,351,1,0
"1281","Q","S",10,352,1,1
"1282","8","S",8,352,1,1
"1283","3","H",3,352,1,0
"1284","6","D",6,353,0,1
"1285","10","C",10,353,0,1
"1286","10","D",10,353,0,0
"1287","A","D",1,354,0,1
"1288","6","C",6,354,0,1
"1289","8","S",8,354,0,0
"1290","7","S",7,354,0,0
"1291","4","D",4,355,0,1
"1292","9","C",9,355,0,1
"1293","5","S",5,355,0,0
"1294","Q","S",10,355,0,0
"1295","J","C",10,356,0,1
"1296","Q","H",10,356,0,1
"1297","5","S",5,356,0,0
"1298","3","S",3,357,0,1
"1299","5","H",5,357,0,1
"1300","Q","S",10,357,0,0
"1301","5","C",5,357,0,0
"1302","10","S",10,358,0,1
"1303","6","C",6,358,0,1
"1304","9","C",9,358,0,0
"1305","2","S",2,359,0,1
"1306","3","D",3,359,0,1
"1307","7","H",7,359,0,0
"1308","K","D",10,359,0,0
"1309","J","C",10,360,0,1
"1310","8","C",8,360,0,1
"1311","7","D",7,360,0,0
"1312","10","H",10,361,0,1
"1313","Q","C",10,361,0,1
"1314","Q","S",10,361,0,0
"1315","Q","C",10,362,0,1
"1316","4","C",4,362,0,1
"1317","4","S",4,362,0,0
"1318","8","H",8,362,0,0
"1319","6","C",6,363,0,1
"1320","4","D",4,363,0,1
"1321","7","H",7,363,0,0
"1322","6","S",6,363,0,0
"1323","7","S",7,364,0,1
"1324","4","D",4,364,0,1
"1325","7","D",7,364,0,0
"1326","Q","H",10,364,0,0
"1327","A","D",1,365,1,1
"1328","K","C",10,365,1,1
"1329","10","S",10,366,0,1
"1330","10","D",10,366,0,1
"1331","Q","C",10,366,0,0
"1332","3","C",3,367,0,1
"1333","A","C",1,367,0,1
"1334","3","H",3,367,0,0
"1335","10","S",10,367,0,0
"1336","7","H",7,367,0,0
"1337","K","H",10,368,0,1
"1338","K","D",10,368,0,1
"1339","2","H",2,368,0,0
"1340","A","C",1,369,0,1
"1341","6","H",6,369,0,1
"1342","5","H",5,369,0,0
"1343","3","C",3,369,0,0
"1344","K","S",10,369,0,0
"1345","10","H",10,370,1,1
"1346","A","S",1,370,1,1
"1347","Q","H",10,371,0,1
"1348","4","D",4,371,0,1
"1349","10","D",10,371,0,0
"1350","A","D",1,372,0,1
"1351","3","D",3,372,0,1
"1352","8","C",8,372,0,0
"1353","A","S",1,372,0,0
"1354","5","C",5,372,0,0
"1355","7","C",7,372,0,0
"1356","J","H",10,373,0,1
"1357","8","S",8,373,0,1
"1358","9","S",9,373,0,0
"1359","4","C",4,374,0,1
"1360","A","S",1,374,0,1
"1361","9","H",9,374,0,0
"1362","K","C",10,374,0,0
"1363","9","S",9,375,0,1
"1364","Q","S",10,375,0,1
"1365","8","S",8,375,0,0
"1366","J","C",10,376,1,1
"1367","3","H",3,376,1,1
"1368","5","S",5,376,1,0
"1369","3","C",3,376,1,0
"1370","3","C",3,377,0,1
"1371","Q","D",10,377,0,1
"1372","K","D",10,377,0,0
"1373","J","D",10,378,1,1
"1374","K","C",10,378,1,1
"1375","A","D",1,378,1,0
"1376","3","C",3,379,1,1
"1377","8","H",8,379,1,1
"1378","J","S",10,379,1,0
"1379","Q","S",10,380,0,1
"1380","3","H",3,380,0,1
"1381","Q","C",10,380,0,0
"1382","Q","H",10,381,0,1
"1383","Q","S",10,381,0,1
"1384","10","C",10,381,0,0
"1385","5","S",5,382,0,1
"1386","J","D",10,382,0,1
"1387","2","H",2,382,0,0
"1388","6","C",6,382,0,0
"1389","Q","D",10,383,0,1
"1390","10","D",10,383,0,1
"1391","4","S",4,383,0,0
"1392","K","D",10,384,1,1
"1393","3","H",3,384,1,1
"1394","8","C",8,384,1,0
"1395","2","D",2,385,0,1
"1396","K","H",10,385,0,1
"1397","K","C",10,385,0,0
"1398","3","C",3,386,0,1
"1399","2","C",2,386,0,1
"1400","9","H",9,386,0,0
"1401","J","C",10,386,0,0
"1402","6","C",6,387,0,1
"1403","8","S",8,387,0,1
"1404","10","D",10,387,0,0
"1405","8","C",8,388,0,1
"1406","5","H",5,388,0,1
"1407","7","H",7,388,0,0
"1408","5","S",5,388,0,0
"1409","Q","H",10,389,0,1
"1410","J","D",10,389,0,1
"1411","4","C",4,389,0,0
"1412","Q","S",10,390,0,1
"1413","2","S",2,390,0,1
"1414","6","H",6,390,0,0
"1415","8","S",8,390,0,0
"1416","4","H",4,391,0,1
"1417","9","C",9,391,0,1
"1418","9","D",9,391,0,0
"1419","4","C",4,392,0,1
"1420","3","S",3,392,0,1
"1421","A","H",1,392,0,0
"1422","6","S",6,392,0,0
"1423","5","C",5,392,0,0
"1424","10","C",10,392,0,0
"1425","Q","H",10,393,0,1
"1426","10","S",10,393,0,1
"1427","5","H",5,393,0,0
"1428","4","C",4,394,1,1
"1429","A","H",1,394,1,1
"1430","6","D",6,394,1,0
"1431","5","D",5,395,1,1
"1432","10","H",10,395,1,1
"1433","6","S",6,395,1,0
"1434","Q","D",10,396,0,1
"1435","5","S",5,396,0,1
"1436","K","D",10,396,0,0
"1437","K","H",10,397,0,1
"1438","10","H",10,397,0,1
"1439","7","S",7,397,0,0
"1440","3","S",3,398,0,1
"1441","7","H",7,398,0,1
"1442","2","H",2,398,0,0
"1443","Q","S",10,398,0,0
"1444","J","D",10,399,1,1
"1445","10","H",10,399,1,1
"1446","A","D",1,399,1,0
"1447","A","S",1,400,0,1
"1448","5","D",5,400,0,1
"1449","K","C",10,400,0,0
"1450","9","C",9,400,0,0
"1451","10","D",10,401,0,1
"1452","Q","C",10,401,0,1
"1453","6","D",6,401,0,0
"1454","7","S",7,402,0,1
"1455","4","D",4,402,0,1
"1456","7","H",7,402,0,0
"1457","Q","D",10,402,0,0
"1458","10","D",10,403,0,1
"1459","8","D",8,403,0,1
"1460","7","D",7,403,0,0
"1461","9","H",9,404,1,1
"1462","6","C",6,404,1,1
"1463","3","H",3,404,1,0
"1464","3","C",3,404,1,0
"1465","10","H",10,405,1,1
"1466","9","S",9,405,1,1
"1467","2","D",2,405,1,0
"1468","8","C",8,406,1,1
"1469","J","H",10,406,1,1
"1470","3","S",3,406,1,0
"1471","4","H",4,407,1,1
"1472","7","C",7,407,1,1
"1473","J","H",10,407,1,0
"1474","7","D",7,408,0,1
"1475","5","S",5,408,0,1
"1476","3","H",3,408,0,0
"1477","10","C",10,408,0,0
"1478","A","D",1,409,1,1
"1479","7","S",7,409,1,1
"1480","6","C",6,409,1,0
"1481","2","D",2,409,1,0
"1482","5","D",5,409,1,0
"1483","K","C",10,410,0,1
"1484","10","D",10,410,0,1
"1485","5","H",5,410,0,0
"1486","9","D",9,411,0,1
"1487","3","S",3,411,0,1
"1488","Q","D",10,411,0,0
"1489","J","C",10,412,0,1
"1490","K","D",10,412,0,1
"1491","4","S",4,412,0,0
"1492","J","H",10,413,1,1
"1493","2","H",2,413,1,1
"1494","3","S",3,413,1,0
"1495","6","S",6,413,1,0
"1496","2","D",2,414,0,1
"1497","J","D",10,414,0,1
"1498","4","D",4,414,0,0
"1499","7","H",7,414,0,0
"1500","K","H",10,415,0,1
"1501","J","H",10,415,0,1
"1502","5","C",5,415,0,0
"1503","9","H",9,416,0,1
"1504","5","C",5,416,0,1
"1505","K","C",10,416,0,0
"1506","6","C",6,417,0,1
"1507","10","S",10,417,0,1
"1508","J","H",10,417,0,0
"1509","3","D",3,418,0,1
"1510","3","C",3,418,0,1
"1511","Q","D",10,418,0,0
"1512","10","D",10,418,0,0
"1513","4","C",4,419,0,1
"1514","3","H",3,419,0,1
"1515","A","H",1,419,0,0
"1516","9","S",9,419,0,0
"1517","Q","H",10,419,0,0
"1518","6","H",6,420,0,1
"1519","2","D",2,420,0,1
"1520","2","S",2,420,0,0
"1521","7","H",7,420,0,0
"1522","8","S",8,420,0,0
"1523","J","H",10,421,0,1
"1524","K","H",10,421,0,1
"1525","7","D",7,421,0,0
"1526","J","S",10,422,0,1
"1527","5","H",5,422,0,1
"1528","10","D",10,422,0,0
"1529","Q","C",10,423,0,1
"1530","Q","D",10,423,0,1
"1531","Q","S",10,423,0,0
"1532","A","C",1,424,0,1
"1533","9","H",9,424,0,1
"1534","8","C",8,424,0,0
"1535","8","H",8,424,0,0
"1536","3","C",3,425,0,1
"1537","J","D",10,425,0,1
"1538","Q","D",10,425,0,0
"1539","A","S",1,426,0,1
"1540","7","C",7,426,0,1
"1541","K","C",10,426,0,0
"1542","J","H",10,426,0,0
"1543","J","S",10,427,0,1
"1544","K","S",10,427,0,1
"1545","3","H",3,427,0,0
"1546","8","H",8,428,0,1
"1547","10","C",10,428,0,1
"1548","9","S",9,428,0,0
"1549","9","D",9,429,0,1
"1550","2","C",2,429,0,1
"1551","5","D",5,429,0,0
"1552","3","S",3,429,0,0
"1553","10","D",10,429,0,0
"1554","7","S",7,430,1,1
"1555","A","D",1,430,1,1
"1556","4","D",4,430,1,0
"1557","9","C",9,430,1,0
"1558","9","S",9,431,0,1
"1559","K","H",10,431,0,1
"1560","Q","S",10,431,0,0
"1561","Q","S",10,432,0,1
"1562","8","D",8,432,0,1
"1563","6","D",6,432,0,0
"1564","5","H",5,433,0,1
"1565","A","S",1,433,0,1
"1566","9","C",9,433,0,0
"1567","Q","D",10,433,0,0
"1568","A","S",1,434,0,1
"1569","8","S",8,434,0,1
"1570","8","H",8,434,0,0
"1571","J","D",10,434,0,0
"1572","8","S",8,435,0,1
"1573","6","C",6,435,0,1
"1574","A","D",1,435,0,0
"1575","Q","C",10,435,0,0
"1576","3","H",3,436,0,1
"1577","10","C",10,436,0,1
"1578","9","D",9,436,0,0
"1579","10","H",10,437,0,1
"1580","8","S",8,437,0,1
"1581","2","H",2,437,0,0
"1582","6","H",6,437,0,0
"1583","Q","S",10,438,0,1
"1584","4","H",4,438,0,1
"1585","5","H",5,438,0,0
"1586","7","H",7,438,0,0
"1587","7","C",7,439,0,1
"1588","2","C",2,439,0,1
"1589","10","S",10,439,0,0
"1590","Q","H",10,439,0,0
"1591","J","H",10,440,0,1
"1592","8","S",8,440,0,1
"1593","5","S",5,440,0,0
"1594","8","S",8,441,0,1
"1595","J","H",10,441,0,1
"1596","Q","D",10,441,0,0
"1597","3","C",3,442,0,1
"1598","2","H",2,442,0,1
"1599","8","H",8,442,0,0
"1600","Q","C",10,442,0,0
"1601","10","D",10,443,0,1
"1602","7","D",7,443,0,1
"1603","8","D",8,443,0,0
"1604","A","D",1,444,0,1
"1605","2","D",2,444,0,1
"1606","K","H",10,444,0,0
"1607","J","H",10,444,0,0
"1608","A","H",1,445,1,1
"1609","10","D",10,445,1,1
"1610","A","S",1,446,1,1
"1611","10","C",10,446,1,1
"1612","Q","S",10,447,0,1
"1613","8","D",8,447,0,1
"1614","10","H",10,447,0,0
"1615","J","S",10,448,0,1
"1616","2","H",2,448,0,1
"1617","6","C",6,448,0,0
"1618","10","S",10,448,0,0
"1619","A","D",1,449,1,1
"1620","3","H",3,449,1,1
"1621","10","H",10,449,1,0
"1622","7","H",7,449,1,0
"1623","A","D",1,450,0,1
"1624","5","H",5,450,0,1
"1625","6","C",6,450,0,0
"1626","2","C",2,450,0,0
"1627","9","S",9,450,0,0
"1628","K","C",10,451,0,1
"1629","3","D",3,451,0,1
"1630","10","D",10,451,0,0
"1631","4","C",4,452,0,1
"1632","Q","H",10,452,0,1
"1633","8","C",8,452,0,0
"1634","6","C",6,453,0,1
"1635","4","D",4,453,0,1
"1636","5","S",5,453,0,0
"1637","J","D",10,453,0,0
"1638","5","C",5,454,0,1
"1639","5","S",5,454,0,1
"1640","8","D",8,454,0,0
"1641","Q","S",10,454,0,0
"1642","K","S",10,455,0,1
"1643","5","S",5,455,0,1
"1644","3","S",3,455,0,0
"1645","8","S",8,455,0,0
"1646","J","D",10,456,0,1
"1647","3","D",3,456,0,1
"1648","5","S",5,456,0,0
"1649","9","C",9,456,0,0
"1650","6","C",6,457,0,1
"1651","A","D",1,457,0,1
"1652","8","H",8,457,0,0
"1653","5","C",5,457,0,0
"1654","K","C",10,457,0,0
"1655","5","S",5,458,0,1
"1656","2","H",2,458,0,1
"1657","7","H",7,458,0,0
"1658","4","H",4,458,0,0
"1659","7","C",7,458,0,0
"1660","5","C",5,459,0,1
"1661","7","H",7,459,0,1
"1662","8","C",8,459,0,0
"1663","8","S",8,459,0,0
"1664","Q","D",10,460,0,1
"1665","8","C",8,460,0,1
"1666","K","H",10,460,0,0
"1667","5","H",5,461,0,1
"1668","8","C",8,461,0,1
"1669","4","C",4,461,0,0
"1670","3","C",3,461,0,0
"1671","5","D",5,461,0,0
"1672","J","D",10,462,0,1
"1673","3","D",3,462,0,1
"1674","K","H",10,462,0,0
"1675","K","D",10,463,0,1
"1676","6","C",6,463,0,1
"1677","4","C",4,463,0,0
"1678","5","H",5,463,0,0
"1679","7","C",7,464,0,1
"1680","10","D",10,464,0,1
"1681","Q","C",10,464,0,0
"1682","K","H",10,465,0,1
"1683","2","C",2,465,0,1
"1684","4","H",4,465,0,0
"1685","J","C",10,465,0,0
"1686","5","S",5,466,0,1
"1687","2","D",2,466,0,1
"1688","A","S",1,466,0,0
"1689","8","D",8,466,0,0
"1690","7","C",7,466,0,0
"1691","10","C",10,467,0,1
"1692","6","C",6,467,0,1
"1693","3","H",3,467,0,0
"1694","A","H",1,467,0,0
"1695","5","C",5,467,0,0
"1696","7","H",7,468,0,1
"1697","K","C",10,468,0,1
"1698","6","C",6,468,0,0
"1699","4","H",4,469,0,1
"1700","10","H",10,469,0,1
"1701","A","D",1,469,0,0
"1702","9","C",9,469,0,0
"1703","8","C",8,470,0,1
"1704","9","C",9,470,0,1
"1705","A","H",1,470,0,0
"1706","5","H",5,470,0,0
"1707","2","C",2,471,0,1
"1708","3","C",3,471,0,1
"1709","10","C",10,471,0,0
"1710","4","H",4,471,0,0
"1711","J","S",10,471,0,0
"1712","9","D",9,472,0,1
"1713","3","S",3,472,0,1
"1714","K","H",10,472,0,0
"1715","6","C",6,473,1,1
"1716","5","S",5,473,1,1
"1717","Q","H",10,473,1,0
"1718","10","S",10,474,0,1
"1719","Q","S",10,474,0,1
"1720","6","H",6,474,0,0
"1721","7","D",7,475,0,1
"1722","3","C",3,475,0,1
"1723","J","S",10,475,0,0
"1724","K","C",10,475,0,0
"1725","2","C",2,476,1,1
"1726","9","D",9,476,1,1
"1727","J","S",10,476,1,0
"1728","4","C",4,477,0,1
"1729","5","C",5,477,0,1
"1730","10","S",10,477,0,0
"1731","4","H",4,477,0,0
"1732","10","D",10,478,0,1
"1733","J","D",10,478,0,1
"1734","10","H",10,478,0,0
"1735","Q","D",10,479,0,1
"1736","3","H",3,479,0,1
"1737","4","S",4,479,0,0
"1738","8","S",8,479,0,0
"1739","10","H",10,480,0,1
"1740","9","D",9,480,0,1
"1741","Q","C",10,480,0,0
"1742","K","D",10,481,0,1
"1743","3","D",3,481,0,1
"1744","Q","C",10,481,0,0
"1745","6","C",6,482,0,1
"1746","7","H",7,482,0,1
"1747","3","H",3,482,0,0
"1748","8","D",8,482,0,0
"1749","10","S",10,483,0,1
"1750","K","C",10,483,0,1
"1751","4","H",4,483,0,0
"1752","7","D",7,484,0,1
"1753","8","S",8,484,0,1
"1754","3","C",3,484,0,0
"1755","A","D",1,484,0,0
"1756","3","H",3,484,0,0
"1757","K","S",10,485,0,1
"1758","J","S",10,485,0,1
"1759","10","C",10,485,0,0
"1760","Q","S",10,486,0,1
